"","Transaction","Menu","Class"
"15284",29113,"Eihire Aburi","Appetizer"
"15285",29113,"Rokugin Lychee Liqueur","Promo"
"15286",29113,"Yuzu Highball","Highball"
"15287",29113,"Hot Sake 120ml","Sake"
"15288",29113,"SUN Tofu Cheesecake","Parfait"
"15289",29113,"Kurogoma Pudding","Parfait"
"15290",29114,"Gindara Teriyaki","Seafood"
"15291",29114,"[8pc]Crispy Shrimp Avo Roll","Sushi Roll"
"15292",29114,"Ebi Tempura","Seafood"
"15293",29114,"Chawanmushi","Appetizer"
"15294",29115,"[SD]Temp Soba & Mini Chirashi","Washoku Set"
"15295",29115,"[SD]Salmon Oyako Chirashi Set","Sushi Set"
"15296",29115,"Surume Ika Teriyaki","Seafood"
"15297",29115,"Saba Shioyaki","Seafood"
"15298",29116,"[SD]Japanese Wagyu Set","Steak Set"
"15299",29116,"Denshin Yuki 240ml","Sake"
"15300",29116,"Mixed Roll Sushi","Sushi Roll"
"15301",29116,"Una Don","RiceNoodle"
"15302",29116,"Surume Ika Teriyaki","Seafood"
"15303",29116,"Premium Malts 380ml","Beer"
"15304",29117,"[8pc]Avo Soft Shell","Sushi Roll"
"15305",29117,"[8pc]Crispy Salmon Mango Roll","Sushi Roll"
"15306",29118,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15307",29118,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"15308",29118,"[DS]Beef Nabe","Nabe"
"15309",29118,"Una Don","RiceNoodle"
"15310",29118,"Teri Chicken Caesar Salad","Appetizer"
"15311",29119,"[SD]SUN Chirashi Set","Sushi Set"
"15312",29119,"[SD]Unagi & Salmon Chirashi","Sushi Set"
"15313",29119,"Matcha Parfait","Parfait"
"15314",29120,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"15315",29120,"Sashimi Salad","Appetizer"
"15316",29120,"Kids Sushi Udon Meal","Kids"
"15317",29120,"Chawanmushi","Appetizer"
"15318",29120,"Edamame","Appetizer"
"15319",29120,"2 Fruit Juice Gls","Non-Alc"
"15320",29121,"[SD]Temari Sushi & Jp Wagyu","Prem Dinner"
"15321",29121,"Nama Bara Chirashi","Chirashi"
"15322",29121,"Aburi Kaisen Bara Chirashi","Chirashi"
"15323",29121,"Niku Atsu Hotate Unagi KM","Dinner KM"
"15324",29121,"Mixed Roll Sushi","Sushi Roll"
"15325",29121,"Dessert Trio","Parfait"
"15326",29121,"SUN Tofu Cheesecake","Parfait"
"15327",29121,"Matcha Ice Cream","Parfait"
"15328",29122,"Una Don","RiceNoodle"
"15329",29123,"Nama Bara Chirashi","Chirashi"
"15330",29123,"[SD]Salmon & Tori KM","Dinner KM"
"15331",29123,"[4pc]Avo Soft Shell","Sushi Roll"
"15332",29123,"Premium Malts 380ml","Beer"
"15333",29124,"[SD]Seafood Mix KM","Dinner KM"
"15334",29124,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"15335",29124,"[SD]Seafood Mix KM","Dinner KM"
"15336",29124,"[SD]Unagi Yakiniku KM","Dinner KM"
"15337",29125,"Soft Shell Crab Tempura","Seafood"
"15338",29125,"Salmon Avocado Salad","Appetizer"
"15339",29125,"Chawanmushi","Appetizer"
"15340",29125,"Apple Tea","Promo"
"15341",29125,"Aburi Shio Salmon","Sushi"
"15342",29126,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15343",29126,"Yakiniku KM","Dinner KM"
"15344",29127,"Aus Wagyu Harami Don","RiceNoodle"
"15345",29127,"Edamame","Appetizer"
"15346",29128,"Foie Gras Millefeuille","Appetizer"
"15347",29128,"Pork & Seafood Okonomiyaki","MeatVeg"
"15348",29129,"Tori & Unagi KM","Dinner KM"
"15349",29130,"Cha Soba","RiceNoodle"
"15350",29130,"Sun Shake Salad","Salad"
"15351",29130,"Chicken Karaage Karikari Gobo","MeatVeg"
"15352",29131,"Salmon Belly Shioyaki","Seafood"
"15353",29131,"Dashimaki Tamago","Appetizer"
"15354",29131,"Pepsi Light","Non-Alc"
"15355",29132,"Seafood Mix KM","Dinner KM"
"15356",29132,"Aburi Kaisen Chirashi KM","Dinner KM"
"15357",29132,"Zensai Mori","Appetizer"
"15358",29132,"Dessert Trio","Parfait"
"15359",29133,"[SD]Japanese Wagyu Set","Steak Set"
"15360",29133,"[SD]Deluxe Sushi Set","Sushi Set"
"15361",29133,"Nama Bara Chirashi","Chirashi"
"15362",29133,"Concord Sake Cooler","Cocktail"
"15363",29133,"Shiso Juice","Non-Alc"
"15364",29134,"[2p]Sashimi 7K","Sashimi"
"15365",29134,"Asa Biraki","Sake"
"15366",29134,"Regional Sake Samp","Sake"
"15367",29134,"[4pc]Nixon Roll","Sushi Roll"
"15368",29134,"Premium Malts 380ml","Beer"
"15369",29135,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"15370",29135,"[SD]Kakuni Mentaiko KM","Dinner KM"
"15371",29135,"SUNgria Red Jug","Wine Cocktail"
"15372",29135,"Matcha Tiramisu","Parfait"
"15373",29135,"SUN Tofu Cheesecake","Parfait"
"15374",29136,"[SD]Aburi Bara Chirashi Set","Sushi Set"
"15375",29136,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"15376",29136,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"15377",29136,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15378",29136,"Tokusen Tendon","RiceNoodle"
"15379",29136,"Canadian Tonkatsu","MeatVeg"
"15380",29136,"Salmon Avocado Salad","Appetizer"
"15381",29136,"Cold Sake 240ml","Sake"
"15382",29136,"Kaisen Chawanmushi","Appetizer"
"15383",29136,"Concord Grape Plus","Non-Alc"
"15384",29136,"Concord Juice","Non-Alc"
"15385",29136,"Dashimaki Tamago","Appetizer"
"15386",29136,"Yuzu Honey Tea","Non-Alc"
"15387",29136,"Yuzu Ginger Tea","Non-Alc"
"15388",29136,"Yuzu Ginger Tea","Non-Alc"
"15389",29136,"Ginger Soda","Mocktail"
"15390",29137,"[SD]Aburi Bara Chirashi Set","Sushi Set"
"15391",29137,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15392",29137,"Surume Ika Teriyaki","Seafood"
"15393",29137,"Pork Shogayaki","MeatVeg"
"15394",29137,"Aburi Salmon Carpaccio","Appetizer"
"15395",29138,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"15396",29138,"Premium Malts 380ml","Beer"
"15397",29139,"Shokado Bento","Bento"
"15398",29140,"[KL]Saba Shioyaki Kobachi","Kobachi Lunch"
"15399",29140,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"15400",29141,"[SL]Salmon Sushi Mori","Sushi Lunch"
"15401",29141,"[KL]Sashimi Mori Kobachi","Kobachi Lunch"
"15402",29141,"[SL]SUN Sauce Katsu Don","Donburi Lunch"
"15403",29141,"Kids Meal","Kids"
"15404",29142,"[SL]Saba & Salmon Teriyaki","Steak Lunch"
"15405",29143,"[2p]Salmon Sashimi 3K","Sashimi"
"15406",29144,"[D]Yakiniku KM","KM Lunch"
"15407",29145,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"15408",29146,"[SL]Seafood Mix KM","KM Lunch"
"15409",29146,"[SL]Seafood Mix KM","KM Lunch"
"15410",29147,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"15411",29147,"[SL]Yakimono & Sashimi 3K","Washoku Lunch"
"15412",29147,"[SL]Salmon Teri & Chicken","Steak Lunch"
"15413",29147,"[SL]C. Tonkatsu & Sal Sashimi","Washoku Lunch"
"15414",29148,"[SL]Hotate Unagi Sal Chirashi","Chirashi Lunch"
"15415",29148,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"15416",29149,"[SL]Temp Soba & Mini Sal Don","Washoku Lunch"
"15417",29149,"[SL]Tendon Set","Donburi Lunch"
"15418",29150,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"15419",29150,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"15420",29151,"Mixed Roll Sushi","Sushi Roll"
"15421",29151,"[2p]Salmon Sashimi 3K","Sashimi"
"15422",29151,"Aburi Sal Hotate Carpaccio","Appetizer"
"15423",29151,"Kyushu Yuzu Amasake","Cocktail"
"15424",29152,"[SL]Seafood Mix KM","KM Lunch"
"15425",29152,"[SL]Tori Unagi KM","KM Lunch"
"15426",29153,"[SL]Salmon Tori KM","KM Lunch"
"15427",29153,"[SL]Yakiniku KM","KM Lunch"
"15428",29154,"Komachi Bento","Bento"
"15429",29154,"Tempura Mori","Side"
"15430",29155,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"15431",29155,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"15432",29156,"Komachi Bento","Bento"
"15433",29156,"[KL]Salmon Belly Teriyaki","Kobachi Lunch"
"15434",29157,"[SL]SUN Chirashi","Chirashi Lunch"
"15435",29157,"[SL]SUN Chirashi","Chirashi Lunch"
"15436",29158,"[SL]Una Don","Donburi Lunch"
"15437",29158,"[SL]C. Tonkatsu & Sal Sashimi","Washoku Lunch"
"15438",29158,"[KL]Saba Shioyaki Kobachi","Kobachi Lunch"
"15439",29159,"[2p]Salmon Sashimi 3K","Sashimi"
"15440",29159,"Apple Tea","Promo"
"15441",29160,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"15442",29160,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"15443",29160,"Tempura Soba","RiceNoodle"
"15444",29160,"Tempura Udon","RiceNoodle"
"15445",29160,"Chawanmushi","Appetizer"
"15446",29160,"Hot Mini Udon","RiceNoodle"
"15447",29161,"[SL]Seafood Mix KM","KM Lunch"
"15448",29161,"[SL]Aburi Kaisen KM","KM Lunch"
"15449",29162,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"15450",29162,"[8pc]Pink Dragon Roll","Sushi Roll"
"15451",29162,"[8pc]Avo Soft Shell","Sushi Roll"
"15452",29162,"SUN Tofu Cheesecake","Parfait"
"15453",29163,"[SL]Mixed Roll Sushi","Sushi Lunch"
"15454",29163,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"15455",29165,"[KL]Gindara Saikyo Kobachi","Kobachi Lunch"
"15456",29165,"[SL]Seafood Mix KM","KM Lunch"
"15457",29166,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"15458",29166,"[SL]C. Tonkatsu & Sal Sashimi","Washoku Lunch"
"15459",29166,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"15460",29166,"Aburi Sal Hotate Carpaccio","Appetizer"
"15461",29166,"SUN Tofu Cheesecake","Parfait"
"15462",29167,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"15463",29167,"Matcha Tiramisu","Parfait"
"15464",29167,"Edamame","Appetizer"
"15465",29167,"Mini Tofu Salad","Side"
"15466",29168,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"15467",29168,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"15468",29169,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"15469",29169,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"15470",29169,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"15471",29169,"[SL]Salmon Oyako Chirashi Set","Chirashi Lunch"
"15472",29169,"[SL]Salmon Tori KM","KM Lunch"
"15473",29170,"[SL]Kaisen Mix Nabe Set","Nabe Lunch"
"15474",29171,"[KL]Salmon Belly Teriyaki","Kobachi Lunch"
"15475",29171,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"15476",29172,"[SL]Beef Nabe Set","Nabe Lunch"
"15477",29172,"Kids Sushi Udon Meal","Kids"
"15478",29173,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"15479",29174,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"15480",29174,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"15481",29175,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"15482",29175,"[SL]Aburi Sal Hotate Don","Donburi Lunch"
"15483",29175,"[SL]Aburi Sal Hotate Don","Donburi Lunch"
"15484",29176,"[SL]Beef Nabe Set","Nabe Lunch"
"15485",29176,"[SL]Mountain Pork Nabe Set","Nabe Lunch"
"15486",29176,"SUN Tofu Cheesecake","Parfait"
"15487",29177,"[SL]Unagi Yakiniku KM","KM Lunch"
"15488",29177,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"15489",29177,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"15490",29178,"Komachi Bento","Bento"
"15491",29178,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"15492",29179,"[SL]Aburi Kaisen Bara Chirashi","Chirashi Lunch"
"15493",29179,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"15494",29179,"[KL]Sashimi Mori Kobachi","Kobachi Lunch"
"15495",29179,"Bellini","Wine Cocktail"
"15496",29180,"[SL]Buta Don Set","Donburi Lunch"
"15497",29181,"[SL]Seafood Mix KM","KM Lunch"
"15498",29181,"[SL]Unagi Yakiniku KM","KM Lunch"
"15499",29182,"Shokado Bento","Bento"
"15500",29182,"[SL]Aburi Kaisen KM","KM Lunch"
"15501",29183,"[SL]Salmon Oyako Chirashi Set","Chirashi Lunch"
"15502",29184,"[SL]Gindara & Niku Tofu Nabe","Washoku Lunch"
"15503",29184,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"15504",29184,"[KL]Chicken Teriyaki Kobachi","Kobachi Lunch"
"15505",29185,"[SL]Kaisen Mix Nabe Set","Nabe Lunch"
"15506",29186,"[SL]Kaisen Mix Nabe Set","Nabe Lunch"
"15507",29186,"[SL]Una Don","Donburi Lunch"
"15508",29186,"Mixed Roll Sushi","Sushi Roll"
"15509",29187,"[SL]Premium Seafood KM","KM Lunch"
"15510",29187,"[SL]Tempura & Salmon Nabe","Washoku Lunch"
"15511",29187,"[SL]Beef Nabe Set","Nabe Lunch"
"15512",29188,"[SL]Deluxe Sushi","Sushi Lunch"
"15513",29188,"[SL]Salmon Tori KM","KM Lunch"
"15514",29189,"[SL]Teriyaki Wagyu Harami Don","Donburi Lunch"
"15515",29189,"[SL]Seafood Mix KM","KM Lunch"
"15516",29189,"[SL]Kaisen Mix Nabe Set","Nabe Lunch"
"15517",29189,"[8pc]Avo Soft Shell","Sushi Roll"
"15518",29189,"SUN Shake Salad","Appetizer"
"15519",29189,"Kurogoma Pudding","Parfait"
"15520",29190,"[KL]Sashimi Mori Kobachi","Kobachi Lunch"
"15521",29190,"[SL]Salmon Tori KM","KM Lunch"
"15522",29191,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"15523",29192,"[SL]Yakiniku KM","KM Lunch"
"15524",29193,"[SL]Aburi Kaisen KM","KM Lunch"
"15525",29194,"[KL]Gindara Teriyaki","Kobachi Lunch"
"15526",29195,"[SL]Unagi Yakiniku KM","KM Lunch"
"15527",29195,"[SL]Tori Unagi KM","KM Lunch"
"15528",29196,"[SL]Aburi Kaisen KM","KM Lunch"
"15529",29196,"[KL]Salmon Belly Shioyaki","Kobachi Lunch"
"15530",29196,"[KL]Pork Shogayaki Kobachi","Kobachi Lunch"
"15531",29197,"[SL]Seafood Mix KM","KM Lunch"
"15532",29198,"[SL]Unagi Salmon Chirashi","Chirashi Lunch"
"15533",29198,"[SL]SUN Sauce Katsu Don","Donburi Lunch"
"15534",29198,"Kids Meal","Kids"
"15535",29199,"Komachi Bento","Bento"
"15536",29199,"[SL]Beef Nabe Set","Nabe Lunch"
"15537",29200,"[SL]Salmon Belly Nabe Set","Nabe Lunch"
"15538",29200,"[SL]Beef Nabe Set","Nabe Lunch"
"15539",29201,"[SL]Salmon Sushi Mori","Sushi Lunch"
"15540",29201,"Caramel Pear Mousse","Parfait"
"15541",29201,"Ginger Tea","Non-Alc"
"15542",29202,"[SL]Niku Atsu Hotate Unagi KM","KM Lunch"
"15543",29202,"[SL]Unagi Yakiniku KM","KM Lunch"
"15544",29202,"Yuzu Honey Tea","Non-Alc"
"15545",29203,"[SL]Kakuni Mentaiko KM","KM Lunch"
"15546",29203,"[SL]Nabe Udon & Roll","Nabe Lunch"
"15547",29204,"[SL]Nama Bara Chirashi Set","Chirashi Lunch"
"15548",29204,"[SL]Beef Nabe Set","Nabe Lunch"
"15549",29204,"[SL]Nabe Udon & Roll","Nabe Lunch"
"15550",29204,"[SL]Salmon Oyako Chirashi Set","Chirashi Lunch"
"15551",29205,"Shokado Bento","Bento"
"15552",29206,"[SL]Temp Soba & Mini Sal Don","Washoku Lunch"
"15553",29206,"[V]Kinoko KM","Side"
"15554",29207,"[SL]Mixed Roll Sushi","Sushi Lunch"
"15555",29207,"[SL]Mixed Roll Sushi","Sushi Lunch"
"15556",29207,"Chicken Teriyaki Steak","Steak"
"15557",29207,"Kake Udon","RiceNoodle"
"15558",29208,"[SL]Unagi Yakiniku KM","KM Lunch"
"15559",29208,"[SL]Yakiniku KM","KM Lunch"
"15560",29209,"[SL]Yakimono & Sashimi 3K","Washoku Lunch"
"15561",29209,"[KL]Sashimi Mori Kobachi","Kobachi Lunch"
"15562",29209,"[KL]Salmon Belly Teriyaki","Kobachi Lunch"
"15563",29210,"[SL]Aus Sirloin Steak","Steak Lunch"
"15564",29210,"[8pc]Nixon Roll","Sushi Roll"
"15565",29210,"[SL]Salmon Tori KM","KM Lunch"
"15566",29211,"[CS]Yakiniku KM","Café"
"15567",29212,"[CS]Yakiniku KM","Café"
"15568",29213,"[SD]Japanese Wagyu Set","Steak Set"
"15569",29213,"Niku Udon","RiceNoodle"
"15570",29213,"Foie Gras Millefeuille","Appetizer"
"15571",29213,"Pork Kalbi Yaki","MeatVeg"
"15572",29214,"[DS]Beef Nabe","Nabe"
"15573",29214,"[6pc]Unagi Oshi Sushi","Sushi"
"15574",29214,"Salmon Belly Teriyaki","Seafood"
"15575",29214,"Foie Gras Millefeuille","Appetizer"
"15576",29214,"Hot Sake 240ml","Sake"
"15577",29214,"Dashimaki Tamago","Appetizer"
"15578",29214,"Pepsi","Non-Alc"
"15579",29214,"Aburi Mentai Salmon","Sushi"
"15580",29215,"[SD]Gindara Teri & Sal Avo Sld","Prem Dinner"
"15581",29215,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15582",29215,"[SD]Temp Soba & Mini Chirashi","Washoku Set"
"15583",29215,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"15584",29215,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"15585",29215,"Tokusen Tendon","RiceNoodle"
"15586",29216,"[8pc]Crispy Shrimp Avo Roll","Sushi Roll"
"15587",29216,"Unagi & Ab Salmon Oshisushi","Sushi"
"15588",29216,"Salmon Sashimi","Sashimi"
"15589",29216,"Edamame","Appetizer"
"15590",29217,"[SD]Niku Atsu Hotate Unagi KM","Dinner KM"
"15591",29217,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15592",29217,"Concord Sake Cooler","Cocktail"
"15593",29218,"[SD]Yakiniku KM","Dinner KM"
"15594",29218,"Yakiniku KM","Dinner KM"
"15595",29219,"[DS]Beef Nabe","Nabe"
"15596",29219,"Hotate Salmon Unagi Chirashi","Chirashi"
"15597",29220,"[SD]Salmon Oyako Chirashi Set","Sushi Set"
"15598",29220,"Aus Wagyu Harami Don","RiceNoodle"
"15599",29221,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15600",29221,"[DS]Beef Nabe","Nabe"
"15601",29221,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"15602",29221,"[4pc]Avo Soft Shell","Sushi Roll"
"15603",29222,"[SD]Aburi Bara Chirashi Set","Sushi Set"
"15604",29222,"[SD]Tori & Unagi KM","Dinner KM"
"15605",29222,"[DS]Mt Pork Nabe","Nabe"
"15606",29222,"[8pc]Crispy Salmon Mango Roll","Sushi Roll"
"15607",29223,"SUN Chirashi","Chirashi"
"15608",29223,"Mixed Roll Sushi","Sushi Roll"
"15609",29223,"Chawanmushi","Appetizer"
"15610",29223,"Tofu Parfait","Parfait"
"15611",29223,"Premium Malts 380ml","Beer"
"15612",29224,"Hamachi Kama Yaki","Seafood"
"15613",29224,"Niku Atsu Hotate Unagi KM","Dinner KM"
"15614",29224,"Temari Sushi","Sushi"
"15615",29224,"Uni Sushi","Sushi"
"15616",29224,"Foie Gras Sushi","Sushi"
"15617",29224,"Hirame Sushi","Sushi"
"15618",29224,"Agedashi Tofu","Appetizer"
"15619",29224,"Maguro Sushi","Sushi"
"15620",29225,"[SD]Unagi Yakiniku KM","Dinner KM"
"15621",29225,"Beef Nabe","Nabe"
"15622",29226,"[SD]Steak Moriawase","Steak Set"
"15623",29226,"Premium Seafood KM","Dinner KM"
"15624",29226,"Mountain Pork Nabe","Nabe"
"15625",29226,"Dessert Trio","Parfait"
"15626",29226,"Kyushu Yuzu Amasake","Cocktail"
"15627",29226,"SUNgria Red Amasake","Cocktail"
"15628",29226,"Aburi Mentai Salmon","Sushi"
"15629",29227,"Niku Atsu Hotate Unagi KM","Dinner KM"
"15630",29228,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"15631",29228,"[DS]Beef Nabe","Nabe"
"15632",29228,"Hokkaido Milk","Non-Alc"
"15633",29229,"[SD]Premium Seafood KM","Dinner KM"
"15634",29229,"Nama Bara Chirashi","Chirashi"
"15635",29229,"[3p]Salmon Sashimi 3K","Sashimi"
"15636",29230,"[SD]Deluxe Sushi Set","Sushi Set"
"15637",29230,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"15638",29231,"[DS]Premium Kaisen Nabe","Nabe"
"15639",29231,"Pork Shogayaki","MeatVeg"
"15640",29231,"Salmon Sashimi","Sashimi"
"15641",29231,"Sun Shake Salad","Salad"
"15642",29231,"Crispy Fried Apple Pie","Parfait"
"15643",29232,"[SD]Premium Seafood KM","Dinner KM"
"15644",29232,"Chutoro Sashimi","Sashimi"
"15645",29232,"Uni Sashimi","Sashimi"
"15646",29232,"Hotate Sashimi","Sashimi"
"15647",29232,"Oreo Cake","Parfait"
"15648",29233,"[SD]Chicken Pepper & Salmon","Steak Set"
"15649",29233,"[SD]Chicken Pepper & Salmon","Steak Set"
"15650",29233,"[SD]Chicken Pepper & Salmon","Steak Set"
"15651",29234,"[SD]CA Tonkatsu & Salmon","Washoku Set"
"15652",29235,"[3p]Sashimi 5K","Sashimi"
"15653",29235,"JP Wagyu Steak","Steak"
"15654",29235,"[SD]Nama Kaisen Bara Chirashi","Sushi Set"
"15655",29235,"Salmon Avocado Salad","Appetizer"
"15656",29235,"Cali Roll 8pcs","Sushi Roll"
"15657",29235,"Tofu & Horenso Miso Yaki","Appetizer"
"15658",29236,"[SD]Chicken Pepper & Salmon","Steak Set"
"15659",29236,"[SD]Una Don & Pork Yanagawa","Washoku Set"
"15660",29236,"Tempura Soba","RiceNoodle"
"15661",29237,"[8pc]Crispy Shrimp Mango Roll","Sushi Roll"
"15662",29237,"Canadian Tonkatsu","MeatVeg"
"15663",29237,"Hotate Enoki Beef Roll","MeatVeg"
"15664",29237,"Pork Kalbi Yaki","MeatVeg"
"15665",29238,"[SD]Aburi Bara Chirashi Set","Sushi Set"
"15666",29238,"Salmon Avocado Salad","Appetizer"
"15667",29238,"[4pc]Crispy Shrimp Mango Roll","Sushi Roll"
"15668",29238,"Egg","Side"
"15669",29239,"Hamachi Kama Yaki","Seafood"
"15670",29239,"Gindara Saikyo Yaki","Seafood"
"15671",29239,"[4pc]Nixon Roll","Sushi Roll"
"15672",29239,"[4pc]Crispy Salmon Avo Roll","Sushi Roll"
"15673",29239,"Edamame","Appetizer"
"15674",29240,"[3p]Sashimi 3K","Sashimi"
"15675",29240,"[8pc]Sp Aburi Salmon Roll","Sushi Roll"
"15676",29241,"[SD]Tokusen Tendon & Sashimi","Prem Dinner"
"15677",29241,"Rokugin Lychee Liqueur","Promo"
"15678",29242,"JP Wagyu Steak","Steak"
"15679",29242,"Salmon Sushi Mori","Sushi"
"15680",29242,"[6pc]Unagi Oshi Sushi","Sushi"
"15681",29242,"Chicken Pepper & Salmon","Steak"
"15682",29242,"[2p]Salmon Sashimi 3K","Sashimi"
"15683",29242,"Kaisen Chawanmushi","Appetizer"
"15684",29242,"Jim Beam Highball","Highball"
"15685",29243,"JP Wagyu Steak","Steak"
"15686",29243,"[8pc]Nixon Roll","Sushi Roll"
"15687",29243,"Ebi Tempura","Seafood"
"15688",29243,"Salmon Sashimi","Sashimi"
"15689",29244,"[SD]Aburi Kaisen Chirashi KM","Dinner KM"
"15690",29244,"Niku Atsu Hotate Unagi KM","Dinner KM"
"15691",29245,"Premium Seafood KM","Dinner KM"
"15692",29245,"Unagi Salmon Chirashi","Chirashi"
"15693",29246,"Unagi Yakiniku KM","Dinner KM"
"15694",29247,"[SD]Unagi & Salmon Chirashi","Sushi Set"
"15695",29247,"Ebi Tempura","Seafood"
"15696",29248,"Nama Bara Chirashi","Chirashi"
"15697",29248,"[8pc]Avo Soft Shell","Sushi Roll"
"15698",29248,"[6pc]Aburi Salmon Oshi Sushi","Sushi"
"15699",29248,"[2p]Salmon Sashimi 3K","Sashimi"
"15700",29248,"Pork Shogayaki","MeatVeg"
"15701",29248,"Salmon Avocado Salad","Appetizer"
"15702",29248,"Cha Soba","RiceNoodle"
"15703",29248,"Edamame","Appetizer"
"15704",29248,"Dashimaki Tamago","Appetizer"
"15705",29249,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15706",29249,"Mekajiki Sashimi","Sashimi"
"15707",29249,"Sashimi Salad","Appetizer"
"15708",29249,"Gyu Tan Kosho Yaki","MeatVeg"
"15709",29250,"[SD]Chicken Pepper & Salmon","Steak Set"
"15710",29250,"Salmon Sushi Mori","Sushi"
"15711",29250,"Agedashi Tofu","Appetizer"
"15712",29251,"Kaisen Mix Nabe","Nabe"
"15713",29251,"[4pc]Sp Aburi Salmon Roll","Sushi Roll"
"15714",29252,"JP Wagyu Steak","Steak"
"15715",29252,"Hamachi Sashimi","Sashimi"
"15716",29252,"[2p]Sashimi 3K","Sashimi"
"15717",29252,"Oreo Cake","Parfait"
"15718",29252,"Foie Gras Sushi","Sushi"
"15719",29252,"Hirame Sushi","Sushi"
"15720",29253,"[DS]Premium Kaisen Nabe","Nabe"
"15721",29253,"Nama Bara Chirashi","Chirashi"
"15722",29253,"Hotate Enoki Beef Roll","MeatVeg"
"15723",29253,"Premium Malts 380ml","Beer"
"15724",29254,"[SD]Aus Wagyu Don & Una Yana","Washoku Set"
"15725",29254,"[SD]Chicken Pepper & Salmon","Steak Set"
"15726",29254,"SUN Chirashi","Chirashi"
"15727",29254,"Aburi Kaisen Bara Chirashi","Chirashi"
"15728",29254,"Seafood Mix KM","Dinner KM"
"15729",29254,"Surume Ika Teriyaki","Seafood"
"15730",29254,"Prosecco - Gls","Wine"
"15731",29254,"SUNgria Red Gls","Wine Cocktail"
"15732",29254,"Red Apple Juice 200ml","Non-Alc"
"15733",29255,"Niku Atsu Hotate Unagi KM","Dinner KM"
"15734",29255,"Saba Salmon Teriyaki Steak","Steak"
"15735",29256,"Salmon Oyako Chirashi","Chirashi"
"15736",29257,"Tempura Mori","Seafood"
"15737",29257,"[4pc]Paradise Roll","Sushi Roll"
"15738",29257,"Shiso Juice","Non-Alc"
"15739",29258,"[DS]Mt Pork Nabe","Nabe"
"15740",29258,"[6pc]Aburi Salmon Oshi Sushi","Sushi"
"15741",29258,"Aburi Hotate Carpaccio","Appetizer"
"15742",29258,"Aburi Sal Hotate Carpaccio","Appetizer"
"15743",29258,"[4pc]Avo Soft Shell","Sushi Roll"
"15744",29258,"Concord Sake Cooler","Cocktail"
"15745",29258,"Concord Juice","Non-Alc"
"15746",29258,"White Peach Amasake","Cocktail"
